javanese,indonesian
Simbahe ngendika yen urip kuwi kudu jujur lan apa anane. Aja ngapusi wong liya.,Kakek berkata bahwa hidup itu harus jujur dan apa adanya. Jangan menipu orang lain.
"Saderengipun miwiti, sumangga sesarengan ngucap bismillah supados dipun lancaraken.","Sebelum memulai, mari bersama-sama mengucapkan bismillah supaya dilancarkan."
Sesuk arep ana lomba nggambar ing sekolah. Aku kudu latihan nggambar supaya bisa menang.,Besok akan ada lomba menggambar di sekolah. Saya harus latihan menggambar supaya bisa menang.
"Panjenengan kedah ngatos-atos anggenipun ngendikan, supados mboten damel serik manahipun tiyang sanes.","Anda harus berhati-hati dalam berbicara, supaya tidak membuat sakit hati orang lain."
Dhik kae aku ketemu kanca cilikku ing pasar. Saiki wis dadi wong gedhe lan sukses.,Kemarin saya bertemu teman kecilku di pasar. Sekarang sudah menjadi orang dewasa dan sukses.
"Sumangga dipun suguhaken menapa wonten ingkang kirang, mboten usah sungkan-sungkan.","Silakan dihidangkan apa ada yang kurang, tidak usah sungkan-sungkan."
Bapak ngakon aku sinau sing sregep. Sinau kuwi penting kanggo masa depan.,Ayah menyuruh saya belajar yang rajin. Belajar itu penting untuk masa depan.
"Menawi panjenengan sampun cekap, sumangga pirsa dhateng kasir kangge mbayar.","Jika anda sudah cukup, silakan menuju kasir untuk membayar."
Aku pengen bisa lunga menyang Bali. Pulone apik banget lan akeh turis manca.,Saya ingin bisa pergi ke Bali. Pulau itu bagus sekali dan banyak turis mancanegara.
"Kula ngaturaken wilujeng dalu, mugi panjenengan saged tilem kanthi angler.","Saya mengucapkan selamat malam, semoga anda bisa tidur dengan nyenyak."
Simbahe ngendika yen urip kuwi kudu rukun karo tangga teparo. Tangga teparo kuwi sedulur paling cedhak.,Kakek berkata bahwa hidup itu harus rukun dengan tetangga. Tetangga itu saudara paling dekat.
"Nyuwun sewu, bapak, menawi kawula tumut ngrepoti wekdal panjenengan.","Mohon maaf, bapak, jika saya ikut merepotkan waktu anda."
Aku arep lunga menyang pasar tuku janganan lan woh-wohan.,Saya mau pergi ke pasar membeli sayuran dan buah-buahan.
"Panjenengan sampun dhahar siang, Ibu? Menawi dereng, mangga kula aturi dhahar sareng-sareng.","Anda sudah makan siang, Ibu? Kalau belum, mari saya persilakan makan bersama-sama."
"Aja lali sinau sing sregep, amarga ilmu kuwi penting kanggo masa depanmu.","Jangan lupa belajar yang rajin, karena ilmu itu penting untuk masa depanmu."
"Simbah ngendika, dadi wong kuwi kudu sabar lan narima ing pandum, aja ngersula.","Kakek berkata, jadi orang itu harus sabar dan menerima apa adanya, jangan mengeluh."
"Menawi kesah dhateng Surabaya, panjenengan nitih napa? Sepur napa bis?","Kalau pergi ke Surabaya, anda naik apa? Kereta api atau bus?"
"Aku wingi ketemu kanca lawas ing mall. Wis suwe banget ora ketemu, dadi seneng banget.","Saya kemarin bertemu teman lama di mall. Sudah lama sekali tidak bertemu, jadi senang sekali."
Mugi-mugi panjenengan sedaya tansah pinaringan kesehatan lan kalancaran rejeki saking Gusti Allah.,Semoga anda semua selalu diberikan kesehatan dan kelancaran rejeki dari Tuhan Allah.
"Nek arep tuku klambi, aja lali dicoba dhisik supaya pas karo awakmu.","Kalau mau beli baju, jangan lupa dicoba dulu supaya pas dengan badanmu."
"Aja nganti lali marang Gusti Allah, amarga urip iki mung sawetara.","Jangan sampai lupa kepada Tuhan Allah, karena hidup ini hanya sementara."
Kula nyuwun pangapunten sanget menawi wonten lepat ingkang mboten kasengaja.,Saya mohon maaf sekali apabila ada kesalahan yang tidak disengaja.
Sesuk aku arep melu lomba nembang. Muga-muga aku bisa menang lan ngarumake jeneng sekolah.,Besok saya mau ikut lomba menyanyi. Semoga saya bisa menang dan mengharumkan nama sekolah.
"Panjenengan sampun mireng kabar menawi rega beras badhe minggah? Saeipun, saking sakmenika ngirit.","Anda sudah mendengar kabar kalau harga beras akan naik? Sebaiknya, mulai sekarang berhemat."
"Aku seneng banget karo kucingku. Kucingku lucu, nurut, lan seneng ngancani aku dolanan.","Saya senang sekali dengan kucingku. Kucingku lucu, nurut, dan senang menemaniku bermain."
"Nek kowe pengen sukses, kudu sregep sinau lan aja males. Sing penting, ndonga marang Gusti Allah.","Kalau kamu ingin sukses, harus rajin belajar dan jangan malas. Yang penting, berdoa kepada Tuhan Allah."
"Kula badhe tumut ndherek panjenengan dhateng acara punika, menawi panjenengan mboten keberatan.","Saya mau ikut anda ke acara itu, kalau anda tidak keberatan."
"Wektu prei wingi, aku lan keluargaku lunga menyang Yogyakarta. Yogyakarta pancen kutha sing istimewa.","Waktu libur kemarin, saya dan keluarga pergi ke Yogyakarta. Yogyakarta memang kota yang istimewa."
Mugi-mugi panjenengan tansah pinaringan kaberkahan lan karahayu dening Gusti Ingkang Maha Agung.,Semoga anda selalu diberikan keberkahan dan keselamatan oleh Tuhan Yang Maha Agung.
"Nek arep lunga-lunga, aja lali ngomong marang wong tuwa. Supaya wong tuwa ora kuwatir.","Kalau mau pergi-pergi, jangan lupa bilang kepada orang tua. Supaya orang tua tidak khawatir."
"Aja dadi wong sing sombong. Sing eling, kabeh kuwi mung titipan saka Gusti Allah.","Jangan jadi orang yang sombong. Ingatlah, semua itu hanya titipan dari Tuhan Allah."
"Kula nyuwun pamit, badhe kundur rumiyin. Matur nuwun saking sedaya wekdalipun.","Saya mohon pamit, mau pulang dulu. Terima kasih atas semua waktunya."
"Sesuk, aku kudu ngumpulke tugas. Mula saka kuwi, aku kudu sinau kanthi temen.","Besok, aku harus mengumpulkan tugas. Oleh karena itu, aku harus belajar dengan sungguh-sungguh."
Panjenengan punika saestu tiyang ingkang sae. Kula ngaturaken agunging panuwun.,Anda ini sungguh orang yang baik. Saya mengucapkan banyak terima kasih.
Aku isih ora ngerti ngapa kowe lunga ninggal aku. Ning aku tetep ngarepke kowe bali.,Aku masih tidak mengerti kenapa kamu pergi meninggalkanku. Tapi aku tetap mengharapkan kamu kembali.
Aja lali ngombe jamu supaya awake sehat. Jamu kuwi warisan saka leluhur.,Jangan lupa minum jamu supaya badannya sehat. Jamu itu warisan dari leluhur.
Mugi-mugi kaluwarga panjenengan tansah pinaringan katentreman lan kabagyan.,Semoga keluarga anda selalu diberikan ketentraman dan kebahagiaan.
"Yen arep dadi wong sukses, kudu wani rekasa. Rekasa kuwi dalane sukses.","Kalau mau menjadi orang sukses, harus berani susah. Susah itu jalannya sukses."
Aku ndonga muga-muga kabeh makhluk ing ndonya iki tansah diparingi katentreman lan karahayon.,Saya berdoa semoga semua makhluk di dunia ini selalu diberikan ketentraman dan keselamatan.
"Menawi badhe tindak dhateng Jakarta, panjenengan nitih pesawat utawi sepur?","Jika akan pergi ke Jakarta, anda naik pesawat atau kereta?"
Aku arep ngewangi ibuku masak ing pawon. Dina iki aku arep masak sega goreng.,Saya mau membantu ibuku memasak di dapur. Hari ini saya mau masak nasi goreng.
"Aja lali tansah eling marang Gusti Allah, amarga kabeh kuwi saka panjenengane.","Jangan lupa selalu ingat kepada Tuhan Allah, karena semua itu dari-Nya."
"Nek kowe pengen urip bahagia, kudu tansah bersyukur lan aja ngersula.","Kalau kamu ingin hidup bahagia, harus selalu bersyukur dan jangan mengeluh."
"Kula nyuwun pamit, badhe nglajengaken sinau rumiyin. Mugi-mugi saged pikantuk ilmu ingkang manfaat.","Saya mohon pamit, mau melanjutkan belajar dulu. Semoga bisa mendapatkan ilmu yang bermanfaat."
"Simbah ngendika yen urip iku kudu migunani kanggo wong liya. Dadi, ayo padha tumindak becik.","Kakek berkata kalau hidup itu harus berguna untuk orang lain. Jadi, ayo kita berbuat baik."
Aku pengen lunga menyang pantai. Aku pengen ngilangke penat sawise nyambut gawe sedina muput.,Saya ingin pergi ke pantai. Saya ingin menghilangkan penat setelah bekerja seharian penuh.
Mugi-mugi sedaya ingkang kula tindakaken punika saged dados berkah tumrap kula lan panjenengan sedaya.,Semoga semua yang saya lakukan ini bisa menjadi berkah untuk saya dan anda semua.
"Nek arep lunga adoh, aja lali pamit karo wong tuwa. Supaya dilancarke anggone lelungan.","Kalau mau pergi jauh, jangan lupa pamit dengan orang tua. Supaya dilancarkan perjalanannya."
"Aja nganti lali sholat, amarga sholat kuwi minangka cagak agama.","Jangan sampai lupa sholat, karena sholat itu merupakan tiang agama."
"Kula nyuwun agunging pangapunten, menawi wonten tindak tanduk ingkang mboten mranani penggalih.","Saya mohon maaf yang sebesar-besarnya, apabila ada tingkah laku yang tidak berkenan di hati."
Sesuk aku arep melu kegiatan bersih-bersih ing kampung. Supaya kampunge katon resik lan asri.,Besok saya mau ikut kegiatan bersih-bersih di kampung. Supaya kampungnya terlihat bersih dan asri.
"Menawi panjenengan mboten sibuk, sumangga pinarak wonten ing griya kula, ngombe kopi sesarengan.","Jika anda tidak sibuk, silakan mampir ke rumah saya, minum kopi bersama-sama."
Aku seneng banget krungu swara gamelan. Gamelan kuwi swara khas saka Jawa.,Saya senang sekali mendengar suara gamelan. Gamelan itu suara khas dari Jawa.
Mugi-mugi sedaya amal ibadah kita dipun tampi dening Gusti Allah SWT.,Semoga semua amal ibadah kita diterima oleh Tuhan Allah SWT.
"Dadi wong kuwi kudu jujur lan apik marang wong liya, aja ngapusi lan nglarani atine wong liya.","Menjadi orang itu harus jujur dan baik kepada orang lain, jangan menipu dan menyakiti hati orang lain."
"Kula ngaturaken sugeng Riyadi Idul Fitri, mugi sedaya dosa kita dipun ngapura.","Saya mengucapkan selamat Hari Raya Idul Fitri, semoga semua dosa kita diampuni."
"Nek arep tuku sega, aja lali dijalukake sambel lan krupuk. Tambah enak nek ana lawuh tempe.","Kalau mau beli nasi, jangan lupa dimintakan sambal dan kerupuk. Tambah enak kalau ada lauk tempe."
"Simbahe ngendika yen urip kuwi kudu tansah syukur lan narima apa anane, aja nganti lali marang Gusti Allah.","Kakek berkata bahwa hidup itu harus selalu bersyukur dan menerima apa adanya, jangan sampai lupa kepada Tuhan Allah."
"Saderengipun budhal, sumangga dipun dongaaken rumiyin supados dipun paringi kelancaran lan kaslametan.","Sebelum berangkat, mari didoakan dulu supaya diberikan kelancaran dan keselamatan."
"Menawi panjenengan kersa ngaso, sumangga pinarak wonten ing kursi punika. Kula badhe ngaturi unjukan rumiyin.","Jika anda ingin beristirahat, silakan duduk di kursi ini. Saya akan menawarkan minuman dulu."
Wingi aku lunga menyang gunung. Hawane seger banget lan pemandangane apik banget. Aku seneng banget.,Kemarin saya pergi ke gunung. Udaranya segar sekali dan pemandangannya bagus sekali. Saya senang sekali.
Sesuk aku arep lunga menyang Yogyakarta numpak sepur. Aku arep nginep ing omah kancaku lan dolan ing Malioboro.,Besok saya akan pergi ke Yogyakarta naik kereta api. Saya akan menginap di rumah teman saya dan bermain di Malioboro.
"Kula nyuwun pamit, badhe kondur rumiyin. Matur nuwun sanget sampun kersa nampi rawuh kula.","Saya mohon pamit, hendak pulang dulu. Terima kasih banyak sudah bersedia menerima kedatangan saya."
"Aja lali salat, ngaji, lan ngabekti marang wong tuwa. Iku kabeh kanggo kebecikanmu dhewe.","Jangan lupa sholat, mengaji, dan berbakti kepada orang tua. Itu semua untuk kebaikanmu sendiri."
Mugi-mugi panjenengan tansah pinaringan kesehatan lan rejeki ingkang lancar. Lan mugi-mugi sedaya ingkang dipun kajataken saged kaleksanan.,Semoga anda selalu diberikan kesehatan dan rejeki yang lancar. Dan semoga semua yang dicita-citakan bisa terlaksana.
Nek arep sukses kuwi kudu sregep sinau lan aja gampang nyerah. Semangat terus lan aja nganti kendor.,Kalau mau sukses itu harus rajin belajar dan jangan mudah menyerah. Semangat terus dan jangan sampai kendor.
"Sumangga dipun dhahar rumiyin masakanipun, menawi wonten kirangipun, dipun ngapunten. Kula namung saget masak menika kemawon.","Silakan dicicipi dulu masakannya, kalau ada kurangnya, mohon dimaafkan. Saya hanya bisa memasak ini saja."
Aja lali ngombe vitamin supaya awake tetep sehat lan kuat. Apamaneh saiki lagi musim udan.,Jangan lupa minum vitamin supaya badannya tetap sehat dan kuat. Apalagi sekarang sedang musim hujan.
Pripun caranipun damel tape ketan ingkang sae punika? Kula dereng nate damel tape ketan piyambak.,Bagaimana caranya membuat tape ketan yang enak itu? Saya belum pernah membuat tape ketan sendiri.
"Wingi ana kabar yen rega bensin mundhak, dadi kudu ngirit. Saiki kudu numpak pit wae nek arep lunga cedhak.","Kemarin ada kabar kalau harga bensin naik, jadi harus hemat. Sekarang harus naik sepeda saja kalau mau pergi dekat."
"Kula ajeng sowan dhateng dalemipun simbah, nyuwun pangestu. Bapak lan Ibu ugi titip salam.","Saya mau berkunjung ke rumahnya kakek, minta restu. Bapak dan Ibu juga titip salam."
"Menawi sampun rampung, monggo dipun kempalaken malih pirantosipun. Supados gampil anggenipun ngresiki.","Kalau sudah selesai, silakan dikumpulkan kembali peralatannya. Supaya mudah membersihkannya."
"Nek arep lunga numpak motor, aja lali nganggo helm lan surat-surat kendaraan. Aja nganti kena tilang polisi.","Kalau mau pergi naik motor, jangan lupa pakai helm dan surat-surat kendaraan. Jangan sampai kena tilang polisi."
"Aja lali ngewangi wong tuwa, sanajan mung sethithik. Sing penting ikhlas lan ora ngresula.","Jangan lupa membantu orang tua, meskipun hanya sedikit. Yang penting ikhlas dan tidak mengeluh."
"Aku sapendapat karo kowe, acarane mau pancen kurang gayeng. Muga-muga sesuk bisa luwih apik.","Saya sependapat dengan kamu, acaranya tadi memang kurang meriah. Semoga besok bisa lebih baik."
"Sugeng siyang, Pak. Nyuwun sewu, menawi saged, kula nyuwun dipun paringi wekdal kangge matur perkawis proposal punika.","Selamat siang, Pak. Mohon maaf, jika berkenan, saya mohon diberikan waktu untuk menyampaikan perihal proposal ini."
"Nek nduwe rejeki luwih, aja lali disedekahke. Sedekah kuwi bisa nambahi rejeki lan ngilangke bebaya.","Kalau punya rejeki lebih, jangan lupa disedekahkan. Sedekah itu bisa menambah rejeki dan menghilangkan bahaya."
"Aja kesusu nek nduwe masalah, kudu diselesaiake kanthi tenang lan pikiran sing jernih. Aja nganti emosi.","Jangan terburu-buru kalau punya masalah, harus diselesaikan dengan tenang dan pikiran yang jernih. Jangan sampai emosi."
"Matur nuwun sanget, Bu. Kula sampun dipun suguhi unjukan lan dhaharan ingkang sae-sae.","Terima kasih banyak, Bu. Saya sudah disuguhi minuman dan hidangan yang enak-enak."
"Dhek wingi aku ketemu kanca lawas ing dalan. Wis suwe ora ketemu, dadi kangen banget.","Kemarin saya bertemu teman lama di jalan. Sudah lama tidak bertemu, jadi kangen banget."
"Pancen abot urip iki, nanging kudu tetep disyukuri lan dilakoni kanthi ikhlas. Gusti Allah mesthi bakal paring dalan.","Memang berat hidup ini, tetapi harus tetap disyukuri dan dijalani dengan ikhlas. Tuhan Allah pasti akan memberi jalan."
"Sesuk arep ana lomba nggambar ing sekolah. Mula saka kuwi, aku kudu latihan nggambar kanthi sregep.","Besok akan ada lomba menggambar di sekolah. Oleh karena itu, saya harus latihan menggambar dengan rajin."
Aku nyuwun pangapunten sanget menawi wonten kalepatan ingkang kula sengaja utawi mboten. Mugi panjenengan kersa ngapura.,Saya mohon maaf sekali apabila ada kesalahan yang saya sengaja maupun tidak. Semoga anda bersedia memaafkan.
Muga-muga kaluwarga panjenengan tansah pinaringan katentreman lan kabagyan. Sarta tansah dipun lindungi dening Gusti Allah.,Semoga keluarga anda selalu diberikan ketentraman dan kebahagiaan. Serta selalu dilindungi oleh Tuhan Allah.
"Nek arep tuku panganan, aja lali milih sing sehat lan bergizi. Aja nganti lali karo kesehatan awake dhewe.","Kalau mau beli makanan, jangan lupa pilih yang sehat dan bergizi. Jangan sampai lupa dengan kesehatan diri sendiri."
"Kula kepengin dados tiyang ingkang migunani tumrap sesami. Mula saka kuwi, kula kudu sinau kanthi temen.","Saya ingin menjadi orang yang berguna bagi sesama. Oleh karena itu, saya harus belajar dengan sungguh-sungguh."
"Matur nuwun Gusti, kanggo sedaya kanugrahan ingkang sampun dipunparingaken dhumateng kula. Mugi kula tansah saged ngluberaken dhateng sesami.","Terima kasih Tuhan, atas semua anugerah yang telah diberikan kepada saya. Semoga saya selalu bisa menyebarkan kepada sesama."
"Menawi wonten wekdal, kula ajeng dolan dhateng griyanipun panjenengan. Kula sampun dangu mboten sowan.","Kalau ada waktu, saya mau berkunjung ke rumah anda. Saya sudah lama tidak bersilaturahmi."
Aja lali tansah eling marang Gusti Allah. Kabeh sing ana ing ndonya iki mung titipan.,Jangan lupa selalu ingat kepada Tuhan Allah. Semua yang ada di dunia ini hanya titipan.
Sesuk arep ana kerja bakti resik-resik kampung. Aku kudu melu supaya kampunge katon resik lan sehat.,Besok akan ada kerja bakti membersihkan kampung. Saya harus ikut supaya kampungnya terlihat bersih dan sehat.
"Pangapunten, menawi kula ngrepotaken panjenengan. Kula namung badhe nyuwun pirsa babagan tugas punika.","Maaf, jika saya merepotkan anda. Saya hanya mau bertanya tentang tugas ini."
"Nek arep lunga adoh, aja lali pamit karo wong tuwa. Supaya didongakake lan dilancarke anggone lelungan.","Kalau mau pergi jauh, jangan lupa pamit dengan orang tua. Supaya didoakan dan dilancarkan perjalanannya."
"Kula ngaturaken sugeng riyadi Idul Fitri, nyuwun ngapura lair lan batin. Mugi-mugi sedaya dosa kita dipun ngapura.","Saya mengucapkan selamat hari raya Idul Fitri, mohon maaf lahir dan batin. Semoga semua dosa kita diampuni."
Aja dadi wong sing sombong lan adigang adigung adiguna. Sing eling kabeh kuwi mung titipan saka Gusti Allah.,Jangan jadi orang yang sombong dan merasa paling berkuasa. Ingatlah semua itu hanya titipan dari Tuhan Allah.
"Sumangga dipun aturi, menawi wonten ingkang kirang nuju prana. Kula namung saget nyuguhi kanthi prasaja.","Silakan dinikmati, apabila ada yang kurang berkenan. Saya hanya bisa menjamu dengan sederhana."
"Menawi panjenengan badhe mlampah, kedah ngatos-atos. Margi punika rame sanget lan akeh kendharaan.","Jika anda hendak berjalan, harus berhati-hati. Jalan ini ramai sekali dan banyak kendaraan."
Simbah mesthi ngandhani supaya aja lali ndedonga. Donga kuwi kekuwatan kanggo ngadhepi urip.,Kakek selalu berpesan supaya jangan lupa berdoa. Doa itu kekuatan untuk menghadapi hidup.
"Saderengipun sare, sumangga dipun waos rumiyin donga supados dipun paringi pangayoman lan dipun tebihaken saking bebaya.","Sebelum tidur, mari dibaca dulu doa supaya diberikan perlindungan dan dijauhkan dari bahaya."
Aku arep nyambut gawe sing sregep supaya bisa nyukupi kebutuhan kaluwarga lan ngangkat drajate wong tuwa.,Saya akan bekerja yang rajin supaya bisa mencukupi kebutuhan keluarga dan mengangkat derajat orang tua.
Panjenengan sampun mireng kabar menawi benjing wonten pengajian akbar ing masjid ageng? Kula ugi badhe ndherek.,Anda sudah mendengar kabar bahwa besok ada pengajian akbar di masjid agung? Saya juga mau ikut.
"Dhik kae aku ketemu kanca cilikku ing pasar. Saiki wis dadi wong gedhe lan sukses, nanging tetep prasaja.","Kemarin saya bertemu teman kecilku di pasar. Sekarang sudah menjadi orang dewasa dan sukses, tetapi tetap sederhana."
"Sumangga dipun dhahar sekul gorengipun, mugi-mugi cocog kaliyan selera panjenengan. Punika kula masakaken piyambak.","Silakan disantap nasi gorengnya, semoga cocok dengan selera anda. Ini saya masak sendiri."
Bapak ngakon aku ngati-ati yen numpak motor. Dalane lunyu merga lagi udan deres.,Ayah menyuruh saya berhati-hati jika naik motor. Jalannya licin karena sedang hujan deras.
"Menawi panjenengan kersa ngunjuk kopi, kula badhe ndamelaken sak gelas. Punika kopi asli saking kampung kula.","Jika anda ingin minum kopi, saya akan membuatkan segelas. Ini kopi asli dari kampung saya."
Aku pengen bisa lunga menyang Mekah lan Madinah. Muga-muga wae bisa kelakon lan saged ngibadah kanthi khusyuk.,Saya ingin sekali bisa pergi ke Mekah dan Madinah. Semoga saja bisa terwujud dan dapat beribadah dengan khusyuk.
"Kula ngaturaken sugeng enjing, mugi dinten punika pinaringan berkah lan kalancaran ing sedaya urusan.","Saya mengucapkan selamat pagi, semoga hari ini diberikan berkah dan kelancaran dalam semua urusan."
Simbahe mesthi ngandhani supaya aja lali ndedonga lan ngaji. Kuwi penting kanggo nyucike ati lan pikiran.,Kakek selalu berpesan supaya jangan lupa berdoa dan mengaji. Itu penting untuk menyucikan hati dan pikiran.
"Saderengipun miwiti, sumangga sesarengan ngucap bismillah supados dipun lancaraken lan dipun paringi ridho dening Gusti Allah.","Sebelum memulai, mari bersama-sama mengucapkan bismillah supaya dilancarkan dan diberikan ridho oleh Tuhan Allah."
"Sesuk arep ana pemilihan ketua kelas ing sekolah. Mula saka kuwi, aku kudu kampanye kanthi apik supaya dipilih.","Besok akan ada pemilihan ketua kelas di sekolah. Oleh karena itu, saya harus kampanye dengan baik supaya dipilih."
"Panjenengan kedah ngatos-atos anggenipun ngendikan, supados mboten damel serik manahipun tiyang sanes. Ugi kedah sopan lan santun.","Anda harus berhati-hati dalam berbicara, supaya tidak membuat sakit hati orang lain. Juga harus sopan dan santun."
"Dhek kae aku ketemu guru SD-ku ing mall. Saiki wis pensiun, nanging tetep sehat lan semangat.","Waktu itu saya bertemu guru SD-ku di mall. Sekarang sudah pensiun, tetapi tetap sehat dan semangat."
Sesuk aku arep lunga menyang Surabaya. Arep niliki simbah sing lagi lara.,Besok saya akan pergi ke Surabaya. Mau menjenguk kakek yang sedang sakit.
"Menawi panjenengan kagungan wekdal longgar, sumangga mampir dhateng gubuk kula.","Apabila anda memiliki waktu luang, silakan mampir ke gubuk saya."
"Aja lali sholat limang wektu, kuwi kewajiban kanggo umat Islam.","Jangan lupa sholat lima waktu, itu kewajiban bagi umat Islam."
Kula ngaturaken sugeng ambal warsa dumateng panjenengan. Mugi-mugi tansah diparingi kesehatan.,Saya mengucapkan selamat ulang tahun kepada anda. Semoga selalu diberi kesehatan.
"Nek arep sukses, kudu sregep sinau lan ndonga. Ojo lali karo wong tuwa.","Kalau mau sukses, harus rajin belajar dan berdoa. Jangan lupakan orang tua."
"Dhahar sekul lawuh iwak asin lan sambel trasi, pancen nikmat tenan.","Makan nasi lauk ikan asin dan sambal terasi, memang nikmat sekali."
"Sumangga dipun raosaken unjukanipun, mugi-mugi saged nambahi kesegaran.","Silakan dicicipi minumannya, semoga bisa menambah kesegaran."
"Ngati-ati yen numpak motor, dalane rame lan akeh wong nyebrang.","Hati-hati kalau naik motor, jalannya ramai dan banyak orang menyeberang."
"Kula badhe nyuwun pamit, arep kondur rumiyin. Matur nuwun sanget sampun dipunaturi.","Saya mau minta pamit, mau pulang dulu. Terima kasih banyak sudah dijamu."
Mugi-mugi panjenengan tansah diparingi rejeki ingkang lancar lan berkah.,Semoga anda selalu diberi rejeki yang lancar dan berkah.
"Ojo lali ngewangi wong tuwa, senajan mung sethithik. Sing penting ikhlas lan ora ngersula.","Jangan lupa membantu orang tua, meskipun hanya sedikit. Yang penting ikhlas dan tidak mengeluh."
"Yen lunga-lunga, aja lali oleh-oleh kanggo keluarga ing omah.","Kalau pergi-pergi, jangan lupa oleh-oleh untuk keluarga di rumah."
"Kula nyuwun agunging pangapunten, menawi wonten lepat ingkang mboten kasengaja.","Saya mohon maaf yang sebesar-besarnya, apabila ada kesalahan yang tidak disengaja."
Sesuk arep ana pengajian akbar ing masjid agung. Aja lali melu ya.,Besok akan ada pengajian akbar di masjid agung. Jangan lupa ikut ya.
"Nek ora ana udan, enak yen dolan nang pantai. Bisa nglangi lan dolanan pasir.","Kalau tidak ada hujan, enak kalau bermain ke pantai. Bisa berenang dan bermain pasir."
"Panjenengan sampun dhahar, Ibu? Menawi dereng, sumangga kula aturi dhahar rumiyin.","Anda sudah makan, Ibu? Kalau belum, silakan saya persilakan makan dulu."
"Aja nganti lali marang Gusti Allah, senajan urip iki kebak kabungahan lan kasenengan.","Jangan sampai lupa kepada Tuhan Allah, meskipun hidup ini penuh kebahagiaan dan kesenangan."
Aku pengen lunga menyang Bali karo kanca-kancaku. Arep nginep ing hotel cedhak pantai.,Saya ingin pergi ke Bali bersama teman-temanku. Mau menginap di hotel dekat pantai.
"Nyuwun sewu, menawi saged, kula nyuwun dipun paringi wekdal kangge ngaturaken uneg-uneg ing manah.","Mohon maaf, jika berkenan, saya mohon diberikan waktu untuk menyampaikan isi hati."
Dadi wong kuwi kudu sabar lan narima ing pandum. Aja ngersula yen ora keturutan.,Menjadi orang itu harus sabar dan menerima apa adanya. Jangan mengeluh kalau tidak kesampaian.
"Menawi kesah dhateng Yogyakarta, panjenengan badhe nitih napa? Sareng kaluwarga napa piyambakan?","Kalau pergi ke Yogyakarta, anda akan naik apa? Bersama keluarga atau sendirian?"
Dhik kae aku weruh kowe ing pasar. Kowe lagi tuku apa? Kok katon bingung?,Kemarin saya melihat kamu di pasar. Kamu sedang membeli apa? Kok terlihat bingung?
"Sumangga dipun suguhaken unjukanipun, mboten usah isin-isin. Anggap mawon griya piyambak.","Silakan disuguhkan minumannya, tidak usah malu-malu. Anggap saja rumah sendiri."
Bapak ngakon aku ngati-ati yen numpak motor. Aja ngebut lan aja nglanggar peraturan.,Ayah menyuruh saya berhati-hati kalau naik motor. Jangan ngebut dan jangan melanggar peraturan.
"Menawi panjenengan kersa ngunjuk kopi, kula badhe ndamelaken. Kopi ireng napa kopi susu?","Jika anda ingin minum kopi, saya akan membuatkan. Kopi hitam atau kopi susu?"
Aku pengen bisa lunga menyang Mekah lan Madinah. Muga-muga wae bisa kelakon sak keluarga.,Saya ingin sekali bisa pergi ke Mekah dan Madinah. Semoga saja bisa terwujud sekeluarga.
"Kula ngaturaken sugeng enjing, mugi dinten punika pinaringan kaberkahan lan kalancaran. Amin.","Saya mengucapkan selamat pagi, semoga hari ini diberikan keberkahan dan kelancaran. Amin."
Simbahe mesthi ngandhani supaya aja lali maca Al-Quran. Kuwi kanggo nentremke ati lan pikiran.,Kakek selalu berpesan supaya jangan lupa membaca Al-Quran. Itu untuk menenangkan hati dan pikiran.
"Saderengipun miwiti nyambut damel, sumangga sesarengan ngucap bismillah. Mugi Gusti Allah paring berkah.","Sebelum memulai bekerja, mari bersama-sama mengucapkan bismillah. Semoga Tuhan Allah memberikan berkah."
Sesuk arep ana lomba adzan ing masjid cedhak omah. Muga-muga aku bisa menang lan ngarumake jeneng masjid.,Besok akan ada lomba adzan di masjid dekat rumah. Semoga saya bisa menang dan mengharumkan nama masjid.
"Panjenengan kedah ngatos-atos anggenipun nglampahi gesang, supados mboten damel kuciwa tiyang sanes.","Anda harus berhati-hati dalam menjalani hidup, supaya tidak membuat kecewa orang lain."
Dhik kae aku ketemu kanca lawas ing mall. Saiki wis dadi pengusaha sukses lan nduwe akeh karyawan.,Kemarin saya bertemu teman lama di mall. Sekarang sudah menjadi pengusaha sukses dan memiliki banyak karyawan.
"Sumangga dipun dhahar sekulipun, mugi-mugi cocog kaliyan selera panjenengan. Ojo sungkan nggih.","Silakan disantap nasinya, semoga cocok dengan selera anda. Jangan sungkan ya."
Bapak ngakon aku ngati-ati yen numpak motor. Aja lali nganggo helm lan aja nganti ngantuk.,Ayah menyuruh saya berhati-hati kalau naik motor. Jangan lupa memakai helm dan jangan sampai mengantuk.
"Menawi panjenengan kersa ngunjuk kopi, kula badhe ndamelaken. Kopi punika saking kopi pilihan.","Jika anda ingin minum kopi, saya akan membuatkan. Kopi ini dari kopi pilihan."
Aku pengen bisa lunga menyang Eropa lan ngunjungi menara Eiffel. Kuwi impianku saka biyen.,Saya ingin bisa pergi ke Eropa dan mengunjungi menara Eiffel. Itu impianku dari dulu.
"Kula ngaturaken sugeng sonten, mugi panjenengan tansah pinaringan kaberkahan lan katentreman ing manah.","Saya mengucapkan selamat sore, semoga anda selalu diberikan keberkahan dan ketentraman di hati."
