source_text,target_text
"Translate Sundanese to Indonesian: Di tengah proses hukum, wargi tamansari bandung nyanghareupan tekanan penggusuran","Di tengah proses hukum, warga tamansari bandung hadapi tekanan penggusuran"
Translate Sundanese to Indonesian: Dinteun ayeuna bade balanja di toko eta supados tiasa nampi paralatan masak anu sae tambih kasempetan liburan ka Walanda.,Hari ini mau belanja di toko itu supaya bisa dapatkan peralatan masak keren plus kesempatan liburan ke Belanda.
"Translate Sundanese to Indonesian: Tong oge 1 jam, nyoo stories nu ngan sababaraha detik oge loadingna lami pisan, indosat luar biasa.","Jangankan 1 jam, ngeplay stories yang cuma beberapa detik saja loadingnya lama sekali, indosat luar biasa."
Translate Sundanese to Indonesian: Teu bosan jeung kataji. Unggal ka congo kafe. Tempatna kalem. Merenah. Cobian deh sumping dinten wengi. Leuwih romantis. Upami nyandak pasangan,Tidak bosan dan terkesima. Setiap datang ke congo kafe. Tempatnya tenang. Nyaman. Coba deh datang malam hari. Lebih romantis. Kalau bawa pasangan
Translate Sundanese to Indonesian: Pangaosna kahontal pisan tur menu tuangeunna cekap kakiwarian. Tempat tuangna didekor sae tur unik.,Harganya sangat terjangkau dan menu makanannya cukup kekinian. Tempat makannya didekor dengan baik dan unik.
Translate Sundanese to Indonesian: Tempatna kirang beresih. Kanggo sumping ka ditu rada hese kusabab rawan macet. Janten mikir dua kali mung hoyong ka ditu deui.,Tempatnya kurang bersih. Untuk pergi ke sana agak susah karena rawan macet. Jadi berpikir dua kali kalau mau kembali lagi.
"Translate Sundanese to Indonesian: Tim kuring bade ngayakeun tuangeun tema di burgundy. Tibatan nyasab, kuring sareng sekretaris nyobian ngariksa tempatna sapoe sateuacanna. Bari jeung pas dinten minggon sore janten macet. Atos dugi mah pamandangananana alus. Ngan tata layout restoran biasa wae.","Tim saya akan mengadakan makan malam tema di burgundy. Daripada tersesat, saya dan sekretaris saya mencoba mengecek tempatnya dahulu sehari sebelumnya. Sekalian juga tes makanan. Perjalanannya jauh sekali dan naik turun bukit. Diperparah ketika kami ke sana itu hari minggu sore sehingga macet. Sesampainya di sana sih pemandangannya oke. Tapi layout restorannya biasa saja."
"Translate Sundanese to Indonesian: Abdi nganggo bb tipe 9210, abdi narima info ti kamari, keuna biaya gprs.","Saya gunaka bb tipe 9210, saya mendapat info sejak kemarin, dikenakan biaya gprs."
"Translate Sundanese to Indonesian: Handphone abdi lenovo, kacemplung di comeran sawaktos 2 minggon nembe ngagaleuh, jatoh di aspal nuju ngebut momotoran nepi ka eusi na ka mana-mana, hape abdi masih keneh kuat, hade pisan emang lenovo. ","Handphone saya lenovo, kecemplung di comberan pas 2 minggu baru beli, jatuh di aspal pas ngebut naik motor sampai isinya ke mana-mana, telepon genggam saya masih bertahan, mantap memang lenovo."
Translate Sundanese to Indonesian: Batagorna arageung tur dagingna karasa pisan. Mantap lah. Bumbuna rasana raos. Cocog upami dijantenkeun menu kanggo camilan dinten sonten.,Batagornya besar-besar dan dagingnya terasa banget. Mantap deh. Bumbunya rasanya enak. Cocok kalau dijadikan menu untuk makanan ringan sore hari.
Translate Sundanese to Indonesian: meuni carapek wengi ieu.,Sangat melelahkan malam ini.
Translate Sundanese to Indonesian: Kuring parantos ngirim email keluhan sabab teleponna teu lebeut wae.,Saya sudah kirim email complaint karena telepon tidak masuk terus.
Translate Sundanese to Indonesian: Porsina seueur kapiting saharga 100 / porsi. Udang bakarna raoseun. Raos bungbuna pinuh ku rempah. Pangaos jeung rasana saingan jeung perahu seafood jalan sumatera,Porsinya banyak kepiting kisaran 100 ribu / porsi. Udang bakarnya enak. Enak bumbunya penuh rempah. Harga dan rasanya bersaing dengan perahu seafood jalan sumatera.
Translate Sundanese to Indonesian: Rizal ramli ngajelaskeun carana ngestabilkeun pangaos beas,Rizal ramli beberkan cara stabilkan harga beras
Translate Sundanese to Indonesian: Abdi salaku wargi jakarta isin kang ka oknum nu teu bertanggung jawab nu hoyong sweeping bobotoh,Saya sebagai warga jakarta malu kang sama oknum yang tidak bertanggung jawab yang mau sweeping bobotoh
Translate Sundanese to Indonesian: Bali teh salah sahiji pulau nu jadi tujuan destinasi para turis.,Bali adalah salah satu pulau yang menjadi tujuan destinasi para turis.
"Translate Sundanese to Indonesian: Perjalanan sawaktos ieu dina rangka perkawis milarian tempat nu disarankeun kanggo klien arurang. Jaral timpuh ti bandung kota cekap tebih emang, mung perkawis eta tiasa kabayar ku pamandangan nu sae di waktos wengi sareng tuang wengi ku tuangeun sareng palayanan okay.","Perjalanan kali ini dalam rangka urusan mencari tempat yang rekomendasi untuk klien kami. Jarak tempuh dari bandung kota cukup jauh memang, tetapi hal tersebut bisa terbayar dengan pemandangan yang yang cantik di waktu malam dan makan malam dengan makanan dan pelayanan okay."
"Translate Sundanese to Indonesian: Lokasina bener saeutik nyumput di sudut sahiji parumahan. Konsep tempatna sae, sapertos bumi di padesaan eropa ku lantai sareng dinding kai. Sanes di lebeut, pangunjung tiasa nikmatan tuangeunna dina kursi-kursi di area taman nu unik nganggo drum tilas.","Lokasinya memang sedikit tersembunyi di sudut sebuah perumahan. Konsep tempatnya bagus, seperti rumah di pedesaan eropa dengan lantai dan dinding kayu. Selain di dalam, pengunjung bisa menikmati makanannya di kursi-kursi di area taman yang unik menggunakan drum bekas."
Translate Sundanese to Indonesian: Arurang ngicalan kabel hdmi premium 1 meter meser 2 gratis 1 di lapak Rich Com Store.,Kami menjual kabel hdmi premium 1 meter beli 2 gratis 1 di lapak Rich Com Store.
Translate Sundanese to Indonesian: Teu hayang nyaho. Balikeun pulsa abdi. Ieu ngarana parampokan. Paket telepon anjeun oge parampokan. Nembe ieu abdi komplain.,Tidak mau tahu. Balikin pulsa saya. Ini namanya perampokan. Paket nelp kalian juga perampokan. Baru ini saya komplain.
Translate Sundanese to Indonesian: Daun gaduh rupi-rupi jenis bentuk,Daun memiliki berbagai jenis bentuk.
"Translate Sundanese to Indonesian: Abdi sareng kulawargi nyobian emam di karamba resto kusabab sopir mobil sewaan abdi ngarekomen. Arurang sih sumping di lokasi rada wengian, sakitaran tabuh 21 sanajan restoran teu acan nutup atawa siap-siap nutup, ngan aya sababaraha menu anu tos seep. Malah, emak sareng caroge abdi mesen nasi timbel nu sayur haseumna tos seep, digentos ku sup sayur ku pihak resto. Teu seueur pilihan nu tiasa urang pilih. Kirang rekomendasi. ","Saya dan keluarga mencoba bersantap di karamba resto karena sopir mobil sewa kami merekomendasikannya. Kami memang tiba di tempat agak malam sekitar pakai. 21 meskipun restoran belum tutup atau bersiap-siap akan tutup, namun beberapa menu telah habis. Bahkan ibu dan suami saya memesan nasi timbel yang sayur asemnya sudah habis dan diganti sup sayur oleh pihak resto. Tidak banyak pilihan yang bisa kami pilih. Kurang rekomendasi."
"Translate Sundanese to Indonesian: Parobihan status janten universitas, bsi ngayakeun seminar motivasi","Berubah status jadi universitas, bsi gelar seminar motivasi"
"Translate Sundanese to Indonesian: Rumah makan jaman kiwari mung rasa keneh sami raosna, hayam sareng nasi krecek na raos pisan, sakapeung abdi ngahaja meser dibungkus kanggo ka bumi.","Rumah makan zaman dahulu namun rasa tetap sama enaknya, ayam dan nasi kreceknya enak sekali, kadang saya sengaja beli untuk bungkus ke rumah"
"Translate Sundanese to Indonesian: Rada jengkel oge lamun unggal poe liwat dinya wae. Heureut, dua arah, macet geus jadi kadaharan sapopoe.","Agak kesal juga kalau tiap hari lewat sana melulu. Sempit, dua arah, macet sudah jadi makanan sehari-hari"
Translate Sundanese to Indonesian: Adi abdi ditarima di Teknik Lingkungan ITB,Adikku diterima di teknik lingkungan ITB
"Translate Sundanese to Indonesian: Punten enggal tindak lanjut ngeunaan keluhan kuring, sateuacan korban peretas GoPay janten nambihan.","Tolong cepat tindaklanjuti pengaduan saya, sebelum korban meretas gopay jadi bertambah."
Translate Sundanese to Indonesian: Menu utama andalan aranjeunna nyaeta hayam betutu nu tiasa dipilih variasi rasana mimiti ti nu teu lada nepi lada pisan. Sanes ti hayam aya oge bebek betutu sareng variasi rasa nu sami.,Menu utama andalan mereka adalah ayam betutu yang dapat dipilih variasi rasanya mulai dari tidak pedas hingga sangat pedas. Selain ayam juga ada bebek betutu dengan variasi rasa yang sama.
Translate Sundanese to Indonesian: Teu acan kantos tiasa nyarios kata-kata kasar ka pasangan sanajang bercanda hungkul / nuju ambek pisan kusabab saking hormatna abdi ka anjeunna,Tidak pernah bisa bicara kata-kata kasar ke pasangan walau tujuannya bercanda / memang lagi marah banget karena saking respeknya saya ke dia
Translate Sundanese to Indonesian: Kamari maranehna ngadaftar beasiswa djarum,Kemarin mereka mendaftar beasiswa djarum
Translate Sundanese to Indonesian: A adit kuring mesen indomiena hiji,Kak adit aku pesan indominya satu
"Translate Sundanese to Indonesian: Oh heeuh dina katerangan na ge note 3 pro, mung nu dikirimna note 3 nya, kuciwa juragan","Oh iya diketerangan kan note 3 pro, kok yang dikirim note 3 ya, kecewa juragan"
"Translate Sundanese to Indonesian: Lalaki nabrak warga ku mobil di prancis, 2 laluka","Pria tabrak warga dengan mobil di prancis, 2 terluka"
"Translate Sundanese to Indonesian: Abdi panasaran hoyong tuang di dieu. Sawaktos mesen, sora mas-mas na alit pisan, euleuh-euleuh teu tangtos nyarios naon blubup blubup kitu haha. Abdi mesen mi ayam 2baso ekstra, kabogoh abdi mesen bakso urat soun. Teu lami, pesenan kabogoh abdi datang, geuningan teu sesuai nu dipakaharap. ","Saya penasaran pingin makan di sini. Ketika pesan, suara mas-masnya kecil sekali ampun deh tidak jelas bicara apa blubup blubup begitu haha. Saya memesan mi ayam 2baso ekstra, pacar saya memesan bakso urat soun. Tidak lama datang pesanan pacar saya dan ternyata tidak sesuai ekspektasi."
Translate Sundanese to Indonesian: Rerencangan abdi didamel di gojek,Teman saya bekerja di gojek
"Translate Sundanese to Indonesian: Ya, abdi tos ngahubungan liwat halo bca. Ngan kaputus wae sareng pulsa abdi kapotong seueur mung telepon sababaraha kali!","Ya, saya sudah hubungi via halo bca. Namun terputus terus dan pulsa saya kepotong banyak kalau telepon berulang-ulang!"
"Translate Sundanese to Indonesian: Suasana sejuk, hejo, nyegerkeun sareng cocog pisan kanggo refreshing sawaktos lumpat ti rutinitas. Kanggo tuangeun nu awis numutkeun abdi lain masalah kusabab lokasi na nu sae leuwih penting.","Suasana sejuk, hijau, menyegarkan dan sangat cocok untuk refreshing saat kabur dari rutinitas. Untuk makanan yang mahal menurut saya bukan masalah karena lokasi yang bagus lebih penting."
Translate Sundanese to Indonesian: Bosen ka dunya ieu nu pinuh ku kamunafikan,Bosan dengan dunia ini yang penuh dengan kemunafikan
Translate Sundanese to Indonesian: Jalmi ayeuna lolobana hese ngahargaan batur,Orang sekarang kebanyakan sulit menghargai orang lain
Translate Sundanese to Indonesian: Tempat ieu ngiming-ngiming tuang steak sareng daging nu hargina mirah. Mung nyatana teu mirah upami dibandingkeun jeung kualitas dagingna nu teu raos. Dagingna heuras tur rasana hambar.,Tempat ini mengimingi makan steak dan daging dengan harga murah. Namun kenyataannya tidak murah jika dibandingkan dengan kualitas dagingnya yang tidak enak. Dagingnya keras dan rasanya hambar.
Translate Sundanese to Indonesian: Isuk geus ambek-ambeukan kusabab pelayanan di bank cabang sanur nu teu profesional jeung nguciwakeun! Teu salah loba penilaian pelanggan goreng.,Pagi sudah marah-marah karena pelayanan di bank cabang sanur yang tidak professional dan mengecewakan! Tidak salah banyak penilaian customer jelek.
Translate Sundanese to Indonesian: Angkat kanggo tuangeun sareng 6 kulawarga nu dewasa sareng murangkalih. Urang kenging saung anu tebih diluhur. Bayangkeun we jalanna kedah kaluhur pasti cape pisan. Tempatna mah alus tapi lokasi saungna tebih jeung cape deui kaluhurna. Saran ti simkuring upami anjeun bade kaditu tong sumping waktos siang kusabab bakal pinuh. Pangaos tuangeunana rada misil. Tapi pamandanganna alus pisan.,Pergi untuk makan siang bersama 6 keluarga yang terdiri dari orang dewasa dan anak anak. Kami mendapatkan saung yang jauh di atas. Kebayang dong jalan ke atas yang sangat melelahkan. Tempatnya memang bagus tapi lokasi saung yang sangat jauh dan melelahkan menuju ke atas. Saran saya kalau mau ke situ jangan pas makan siang karena pasti penuh. Harga makanan lumayan misil. Tapi pemandangannya bagus sekali.
Translate Sundanese to Indonesian: Steikna lumayanlah raos. Warung ieu cocog kanggo palajar atawa mahasiswa hehehe kusabab pangaosna kahontal. Kanggo tuangeunna oke kok.,Steiknya lumayanlah enak. Warung ini cocok buat pelajar atau mahasiswa hehehe karena harganya terjangkau. Untuk makanannya oke kok.
"Translate Sundanese to Indonesian: Numutkeun abdi tuang di dieu porsina seueur bari hargina mirah, teras tuangeunna enggal datangna deuih bari tempatna oge bersih jeung lega.","Menurut saya makan di sini porsinya banyak dan harganya murah, terus makannya cepat datangnya lagi dan tempatnya juga bersih dan luas"
"Translate Sundanese to Indonesian: Urang Indonesia peryogi pamingpin anu visioner, sanes tukang ngahibur,","Orang indonesia itu butuh pemimpin visioner bukan penghibur,"
"Translate Sundanese to Indonesian: Tong dji nyuguhkeun rupa-rupa kadaharan jeung inuman, lain ukur teh. Nu disarankeun: teh Poci gula batuna sareng sangu goreng","Tong dji menyajikan aneka makan dan minuman, tidak hanya teh. Yang direkomendasikan: Teh poci gula batunya dan nasi goreng"
"Translate Sundanese to Indonesian: Abdi sanes nu resep embe kusabab teu tahan kana bauna, mung tuang di tempat ieu, abdi sapertos teu nuju tuang embe! Dagingna hipu, raos, sareng teu aya bauna. Suasana restona ge raos sareng merenah.","Saya bukanlah penggemar berat kambing karena tidak tahan dengan baunya, tapi makan di tempat ini, saya seperti tidak sedang makan kambing! Dagingnya empuk, enak dan tidak berbau. Suasana restonya pun enak dan nyaman"
"Translate Sundanese to Indonesian: Abdi hoyong nutup kartu kiridit ti sababaraha sasih ka pengker, yeuh.","Saya mau tutup kartu kredit dari beberapa bulan lalu, nih."
Translate Sundanese to Indonesian: Nu bener-bener asli teu aya settingan,Yang benar-benar real tidak ada settingan
Translate Sundanese to Indonesian: Duh indosat nguciwakeun. Abdi bade nembean daftar kalahka keuna tarif per kb? Pulsa ngurangan drastis,Duh indosat mengecewakan. Aku mau daftar baru kok malah kena tarif per kb? Pulsa berkurang drastis
Translate Sundanese to Indonesian: Abdi mesen jaket gunung eiger,Aku memesan jaket gunung eiger
"Translate Sundanese to Indonesian: Palayan na sih heeuh enggal mung tuangeunna asal-asalan we, asal jadi asal asak we, mesen udang saos tiram, sami wae sareng masakan kepiting saos padang, tang kanggo kepiting teu dipasihan upami teu dipenta.","Pelayanan sih memang cepat tapi masakannya asal asalan saja, asal jadi asal matang saja, pesan udang saos tiram, sama saja dengan masakan kepiting saos padang, tang untuk kepiting tidak diberikan jika tidak diminta."
"Translate Sundanese to Indonesian: Restoran anu konsep tempat tuangna asri pisan, hususna wengi suasana anu endah kalayan lampu-lampuna, tuangeunana oge ngeunah rasana. Cocog pikeun tempat kempel kulawarga.","Restoran dengan konsep tempat makan yang sangat asri, apalagi kalau malam suasananya sangat indah dengan lampu lampunya, makanannya pun enak rasanya. Cocok untuk tempat kumpul keluarga."
Translate Sundanese to Indonesian: Kahiji cobi kusabab ulasan sababaraha jalmi mung nyatana rasana biasa wae. Sapiring 30 rebu. Hese milarian tempat diuk.,Pertama coba karena ulasan beberapa orang tapi ternyata rasanya biasa saja. Sepiring 30 ribu. Sulit cari tempat duduk.
"Translate Sundanese to Indonesian: Nembe saurna dipiwarang nunggu wae dugi sms ditampi, tos sadinten teu aya wae!","Tadi katanya suruh tunggu saja sampai sms diterima, sudah seharian tidak ada juga!"
Translate Sundanese to Indonesian: Waktosna ngadamel karya visual 360 derajat ku samsung! Ngiring langkah gampil dina video ieu.,Saatnya membuat karya visual 360 derajat dengan samsung! Ikuti langkah mudah di video ini.
"Translate Sundanese to Indonesian: Ceunah detil aroma chamomile, tapi naha bau na teu ngeunah kieu sih","Katanya detil aroma chamomile, tapi kok baunya tidak enak begini sih"
Translate Sundanese to Indonesian: Abdi puas pisan ku spesifikasi laptop asus,Saya sangat puas dengan spesifikasi laptop asus
Translate Sundanese to Indonesian: Ahir minggu anu gumbira sareng kulawarga di tempat anu fasilitas na cekap sareng pangaosna kahontal. Liburan langkung gumbira ku ayana kebon stroberi anu tiasa dipeting langsung ti kebonna.,Wekkend yang menyenangkan bersama keluarga di tempat yang fasilitasnya memadai dan harga terjangkau. Liburan makin menyenangkan dengan adanya kebun stroberi yang bisa memetik langsung dari kebunnya.
Translate Sundanese to Indonesian: Punten perhatosanna admin. Jaringan di cileungsi bogor awon pisan kualitasna. Padahal mayarna awis.,Mohon perhatiannya admin. Jaringan di cileungsi bogor sangat buruk kualitasnya. Padahal bayarnya mahal.
"Translate Sundanese to Indonesian: Tuangeunna raos: hayam goreng, tumis terong, sop lauk, tempe goreng, sambel, Palayananna oge sae.","Makanannya lezat: ayam goreng, tumis terong, sup ikan, tempe goreng, sambal. Pelayanannya juga bagus."
"Translate Sundanese to Indonesian: Mimiti ka tempat ieu, reservasi jeung meunang nomor 3. Menta tempat di lantai handap jadi teu kudu naek tangga kusabab aya nu tuurna keur nyeri. Ngadagoan ampir 40 menit tanpa kapastian. Abdi batalkeun. Tadina teu hayang mere rating 1 kusabab emang meren ramai jeung kahayang abdi khusus, janten hese. Eh tetehna kalahka judes.","Pertama kali ke tempat ini, reservasi dan dapat nomor 3. Minta tempat di lantai bawah sehingga tidak perlu naik tangga karena ada yang lututnya sedang sakit. Menunggu hampir 40 menit tanpa kepastian. Saya batalkan. Tadinya tidak mau beri rating 1 karena memang mungkin ramai dan permintaan saya khusus, jadi sulit. Eh mbaknya malah ketus."
Translate Sundanese to Indonesian: Hasil quick count pilkada 2018 sarentak 2018 diwarnaan ku seueur kejutan.,Hasil quick count pilkada serentak 2018 diwarnai banyak kejutan.
Translate Sundanese to Indonesian: Pamandangan sae kanggo nyalse sarengan dina dinten sonten atawa dinten wengi. Tuangeun cekap rupi-rupi sareng raos.,Pemandangan bagus untuk santai bersama di sore hari dan malam hari. Makanan cukup variatif dan enak.
Translate Sundanese to Indonesian: Abdi sareng dulur pamajikan nuju nyeepkeun waktos di Palembang. Abdi milarian tempat tuang tepang sareng bakmi jogya. Pas lebet reuwas sabab kuring kedah milarian tempat calik sareng milarian tempat kosong nepika terlantar salami 35 menit. Saatos mesen menu Mi Godok. Kuring ngantosan deui sajam jeung geus ngajantenkeun kuring leungit napsu tuangna nepi nanyakeun ka anu masakna.,Saya dan sodara istri saya sedang menghabiskan waktu di palembang. Saya mencari tempat makan dan bertemulah bakmi jogya. Setelah masuk terkejutlah karena saya harus mencari tempat duduk dan mencari tempat yang kosong saya terlantar selama 35 menit. Setelah memesan dengan menu mi godok. Lagi saya menunggunya sejam dan ini membuat saya hilang selera makan itu pun ditanyakan ke tukang masak.
"Translate Sundanese to Indonesian: Tempat sarena kotor, bantalna bau kabeh... nyieun awak janten ateul jiga loba satona, janten teu tiasa sare nu tibra.","Tempat tidurnya kotor, bantalnya bau semua... buat badan jadi gatal kayak banyak hewannya, jadi tidak bisa tidur dengan nyenyak."
Translate Sundanese to Indonesian: Lalampahan wengi ieu matak cape pisan.,Perjalanan malam ini sungguh melelahkan.
"Translate Sundanese to Indonesian: Kuring ka dieu sareng jeung sababaraha babaturan keur dahar beurang. Akses jalan ka lokasi kafe ieu kacida heureut jeung lungkawing, malah sababaraha bagian ruksak. Urang mesen sababaraha menu tuangen. Sanggeus ngadagoan rada lila, nalika kadaharan datang rasa jeung penampilan anu nguciwakeun. Tetela rasana oge nguciwakeun.","Saya ke sini bersama beberapa teman untuk makan siang. Akses jalan menuju lokasi kafe ini sangat sempit dan terjal, bahkan beberapa bagian rusak. Kami memesan beberapa menu makanan. Setelah menunggu cukup lama, ketika makanan datang rasa dan tampilannya mengecewakan. Ternyata rasanya juga mengecewakan."
Translate Sundanese to Indonesian: Saluyu namina creative space kafe ku kituna seueur karya seni nu tiasa dinikmatan di lebetna sareng sababaraha patung di handap. Upami di luhur aya kafe ku desain nu menarik sareng cocog disumpingan dina dinten sonten. Tempatna aya di lokasi nu luhur ngajieun tempat ieu gaduh pamandangan anu sae.,Sesuai namanya creative space kafe sehingga banyak karya seni yang bisa dinikmati di dalamnya dan beberapa patung di bawah. Sedangkan di atas ada kafe dengan desain yang menarik dan cocok dikunjungi di sore hari. Tempatnya yang berada di lokasi tinggi membuat tempat ini punya pemandangan yang bagus.
Translate Sundanese to Indonesian: Wilujeng siang jalmi miskin. Mugia aranjeun enggal ngantunkeun atawa beuki miskin sareng samsara.,Selamat siang orang miskin. Semoga kalian cepat mati atau makin miskin dan sengsara.
Translate Sundanese to Indonesian: Gojek bade mulai ngabuka layanan aranjeunna di sababaraha negara asia tenggara.,Gojek akan mulai membuka layanan mereka di beberapa negara asia tenggara.
Translate Sundanese to Indonesian: Masarakat indonesia percaya teu ka bapak pulisi anu dipihormat ieu? Nu saurna mah tos tepang sareng kanu make motorna? Mangga ku anjeun dipeunteun karangan di handap ieu. Kira-kira meunang peunteun sabaraha?,Percayakah masyarakat indonesia dengan karangan bapak polisi yang terhormat ini? Yang katanya sudah bertemu dengan pemotornya? Silakan anda nilai mengarang di bawah ini. Dapat nilai berapa?
Translate Sundanese to Indonesian: Bandung di-mana macet. Jatinagor oge sapertos tol brexit. Tiasa pingsan lebet mobil lami teuing ngantosan.,Bandung di-mana macet. Jatinangor juga seperti tol brexit. Bisa pingsan dalem mobil kelamaan menunggu.
"Translate Sundanese to Indonesian: Basa urang sumping urang tos aya dina daptar ngantosan, sanaos seueur korsi kosong, panginten sabagian henteu dianggo, sanaos stafna ramah mung aya sababaraha palanggan anu henteu resep ngantosan bari ningali seueur korsi anu kosong. Mesen kadaharan di tukangeun restoran, sareng menuna lumayan raos kanggo arurang. Ieu kadatangan arurang nu kadua, sareng salah sahiji anu ngingetkeun urang nyaeta tukang icalan balon.","Waktu kami datang kami dalam daftar tunggu, walau banyak tersedia kursi kosong, mungkin beberapa tidak terpakai, namun staf tetap ramah walau ada beberapa pelanggan yang tidak senang dengan menunggu sambil melihat banyak kursi yang kosong. Order makanan di belakang restoran, dan menunya lumayan enak bagi kami. Ini kunjungan kedua kami, dan satu hal yang mengingatkan kami adalah penjual balon."
"Translate Sundanese to Indonesian: Kwetiauw goreng sareng teh tarik jadi pilihan tuangeun kuring di dieu, sanaos aya anu pesan mi yamin, anjeun oge tiasa nyobian nasi gorengna","Kwetiauw goreng dan teh tarik menjadi pilihan makanan saya di sini, meskipun ada beberapa yang besan mi yamin, anda boleh coba juga nasi gorengnya"
Translate Sundanese to Indonesian: Sasih ieu saldo dina rekening abdi nol.,Bulan ini saldo di rekening saya nol.
Translate Sundanese to Indonesian: Hotel Ibis Tamarkan Wahid Hasyim nguciwakeun pisan pikeun layananna. Utamina masalah reservation! Goreng pisan!,Hotel ibis tamarkan wahid hasyim sangat mengecewakan untuk pelayanan. Terutama masalah reservation! Parah abiz!
Translate Sundanese to Indonesian: Jutek pisan pagawe Indosat anu di Graha Indosat,Jutek banget deh karyawan indosat yang di graha indosat
Translate Sundanese to Indonesian: Abdi teu kantos hanjakal bogoh ka anjeun,Aku tidak pernah menyesal mencintaimu.
Translate Sundanese to Indonesian: Tuangeun di dieu raos yeuh. Leuwih raos tibatan tempat tuangeun sajenis di balikpapan. Ngan nya pangaosna ge leuwih awis oge. Hhe / jalmi jatohna 100 rebuan leuwih. Ngan puas kusabab rasa tuangeunna raos. Kuah tomnyamna. Mm. Raos.,Makanan di sini enak loh. Lebih enak ketimbang tempat makan sejenis di balikpapan. Tetapi ya harganya lebih mahal juga. Hhe / orang jatuhnya 100 ribuan lebih. Tapi puas karena rasa makanannya enak. Kuah tomyamnya. Mm. Enak.
"Translate Sundanese to Indonesian: Sanaos porsina ageung, mung sacara rasa, biasa wae. Pangaos teu saluyu sareng porsi sih. Panyajianna ge teu kitu rapi, nya kitu wae.","Walaupun porsinya besar, tapi secara rasa, biasa saja. Harga tidak sesuai dengan porsi sih. Penyajiannya juga tidak begitu rapi, ya begitu saja."
Translate Sundanese to Indonesian: Ieu kunjungan kahiji arurang ka restoran cabang utami. Saacanna arurang serina mesen ti cabang nu sanes. Kusabab arurang nyangka di dieu suasanana leuwih sae sareng menuna leuwih seueur. Mung abdi reuwas ku sikap palayan nu teu ramah. Arurang bade duduk di sofa luar ku saran palayan istri. Mung palayan pameget teu ngizinan ku lantaran alasan hoream ngaberesihan.,Ini kunjungan pertama kami ke restoran cabang utama. Sebelumnya kami sering pesan dari cabang yang lain. Karena kami sangka di sini suasana lebih bagus dan menu lebih banyak. Tetapi saya terkejut dengan sikap pelayan yang tidak ramah. Kami akan duduk di sofa luar atas saran pelayan wanita. Tetapi pelayan pria tidak mengizinkan dengan alasan malas membersihkan.
Translate Sundanese to Indonesian: Badan pemerintah hiji ieu kudu dibubarkeun kusabab salami ieu pisamelna teh teu aya harti pisan.,Badan pemerintah satu ini harus dibubarkan karena selama ini kerjanya tidak ada arti sama sekali.
Translate Sundanese to Indonesian: Bakpao ieu tos kakoncara ti jaman baheula nanging dugi ayeuna masih seeur diresepan kusabab rasana nu khas.,Bakpao ini sudah terkenal dari zaman dulu namun sampai sekarang masih banyak digemari karena rasanya yang khas.
Translate Sundanese to Indonesian: Pelayan sareng pamilik anu calik di kasir henteu komunikatif sareng henteu tiasa masihan saran pikeun bagian tina menu anu urang kedah dipesen. Rasana standar. Parkirna sesah.,Pelayan dan pemilik yang duduk di kasir tidak komunikatif dan tidak bisa memberikan rekomendasi untuk porsi menu yang harus kami pesan. Rasanya standar. Parkir susah.
"Translate Sundanese to Indonesian: Nalika abdi keur hoyong milarian rurupa kadaharan, abdi disarankeun ku rerencangan kanggo tuang di dieu, lian ti mirah tuangeunnana oge raoseun. Ngan rada lami abdi ngantosan pesenanana.","Saat saya ingin mencari makanan yang berbagai macam pilihan, saya pun di rekomendasikan oleh teman untuk makan di sini, selain murah juga nikmat makanannya. Hanya saja sedikit lama untuk kita menunggu pesanan."
"Translate Sundanese to Indonesian: Moal aya deui anu milih, anjeun mikir masarakat ayeuna tiasa keneh dibobodo?","Tidak akan ada yang milih lagi, kamu pikir masyarakat sekarang masih bisa ditipu?"
Translate Sundanese to Indonesian: Kuciwa pisan kusabab liga champions teu disiarkeun di channel mana ge arek channel lokal atawa channel olahragana. Sakuduna aranjeun perjuangkeun hak siar eta kusabab palanggan tos mayar awis.,Sangat kecewa sekali karena liga champions tidak disiarkan di channel manapun baik channel lokal ataupun channel olahraganya. Seharusnya kalian perjuangkan hak siar itu karena pelanggan sudah bayar mahal.
Translate Sundanese to Indonesian: Mahasiswa tong sok-sokan deh milu politik. Diajar ditu wae deh.,Mahasiswa jangan sok-sokan deh ikut politik. Belajar sana saja deh.
Translate Sundanese to Indonesian: Aya seueur taman kota di malang.,Terdapat banyak taman kota di malang.
Translate Sundanese to Indonesian: Warga manggihan 2.910 e-KTP dina rungkun,Warga temukan 2.910 keping ktp-el di semak belukar
"Translate Sundanese to Indonesian: Abdi resep ku aplikasi gojek, ngagampilkeun dina seueur kagiatan","Saya senang dengan aplikasi gojek, memudahkan dalam banyak aktivitas"
"Translate Sundanese to Indonesian: Abdi kantos instal traveloka, mung kusabab teu kapake ahirna abdi uninstal deui","Aku pernah instal traveloka, tapi karena tidak terpakai akhirnya aku uninstal lagi"
"Translate Sundanese to Indonesian: Tempatna alus kanggo popotoan, sareng hawa na deui tiis, tapi tong nyobian tuang didinya, geus awis, henteu ngeunah deui, keheul deui.","Tempatnya bagus buat foto foto, dan sejuk lagi udaranya, tapi jangan coba coba makan di situ, sudah harganya mahal, tidak enak lagi, menyesal deh"
